1,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,MON2_ESPN,,,THUN_NBC,,,,
2,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,,,,THUN_CBS,,,
3,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,,,,,,,
4,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,SUNI_NFL,SUNB_NFL,MON1_ESPN,,,,,,,,
5,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,SUNB_NFL,MON1_ESPN,,,,,,,,
6,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,SUNB_NFL,MON1_ESPN,,,,,,,,
7,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,SUNI_NFL,SUNB_NFL,MON1_ESPN,,,,,,,,
8,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,SUNI_NFL,SUNB_NFL,MON1_ESPN,,,,,,,,
9,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,SUNB_NFL,MON1_ESPN,,,,,THUN_CBS,,,
10,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,SUNB_NFL,MON1_ESPN,,,,,,THUN_NFL,,
11,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,SUNB_NFL,MON1_ESPN,,,,,,THUN_NFL,,
12,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,THUE_FOX,THUL_CBS,THUN_NBC,,,,
13,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,,,,,THUN_NFL,,
14,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,,,,,THUN_NFL,,
15,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,,,,,THUN_NFL,SATE_NFL,SATL_NFL
16,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,SUNN_NBC,,,MON1_ESPN,,,,,,THUN_NFL,,SATL_NFL
17,SUNE_CBS,SUNE_FOX,SUNL_CBS,SUNL_FOX,SUNDH_CBS,SUNDH_FOX,,,,,,,,,,,,